종목코드,종목명,시장,업종,현재가,전일대비,등락률,갱신시각
131220,대한과학,코스닥,기계장비 및 관련 물품 도매업,3640,0,0.00,2026-09-16 08:41
131290,티에스이,코스닥,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",241500,0,0.00,2026-09-16 08:41
131370,알서포트,코스닥,소프트웨어 개발 및 공급업,1524,0,0.00,2026-09-16 08:41
131400,이브이첨단소재,코스닥,전자부품 제조업,766,0,0.00,2026-09-16 08:41
131760,파인텍,코스닥,특수 목적용 기계 제조업,1301,0,0.00,2026-09-16 08:41
131970,두산테스나,코스닥,"그외 기타 전문, 과학 및 기술 서비스업",74400,0,0.00,2026-09-16 08:41
133750,메가엠디,코스닥,일반 교습 학원,1445,0,0.00,2026-09-16 08:41
133820,화인베스틸,유가,1차 철강 제조업,1025,0,0.00,2026-09-16 08:41
134060,이퓨쳐,코스닥,"서적, 잡지 및 기타 인쇄물 출판업",5450,0,0.00,2026-09-16 08:41
134380,미원화학,유가,기타 화학제품 제조업,10440,0,0.00,2026-09-16 08:41
134580,탑코미디어,코스닥,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",3915,0,0.00,2026-09-16 08:41
134790,시디즈,유가,가구 제조업,19040,0,0.00,2026-09-16 08:41
136150,원일티엔아이,코스닥,일반 목적용 기계 제조업,7820,0,0.00,2026-09-16 08:41
136410,아셈스,코스닥,플라스틱제품 제조업,3825,0,0.00,2026-09-16 08:41
136480,하림,코스닥,"도축, 육류 가공 및 저장 처리업",2665,0,0.00,2026-09-16 08:41
136490,선진,유가,동물용 사료 및 조제식품 제조업,10480,0,0.00,2026-09-16 08:41
136540,윈스테크넷,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",10890,0,0.00,2026-09-16 08:41
136660,큐엠씨,코넥스,특수 목적용 기계 제조업,2300,0,0.00,2026-09-16 08:41
137080,나래나노텍,코스닥,특수 목적용 기계 제조업,6160,0,0.00,2026-09-16 08:41
137310,에스디바이오센서,유가,의료용 기기 제조업,6190,0,0.00,2026-09-16 08:41
137400,피엔티,코스닥,특수 목적용 기계 제조업,29550,0,0.00,2026-09-16 08:41
137940,넥스트아이,코스닥,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1952,0,0.00,2026-09-16 08:41
137950,제이씨케미칼,코스닥,기타 화학제품 제조업,3775,0,0.00,2026-09-16 08:41
138040,메리츠금융지주,유가,기타 금융업,126500,0,0.00,2026-09-16 08:41
138070,신진에스엠,코스닥,기타 금속 가공제품 제조업,1502,0,0.00,2026-09-16 08:41
138080,오이솔루션,코스닥,통신 및 방송 장비 제조업,23650,0,0.00,2026-09-16 08:41
138360,앤로보틱스,코스닥,특수 목적용 기계 제조업,1653,0,0.00,2026-09-16 08:41
138610,나이벡,코스닥,의료용품 및 기타 의약 관련제품 제조업,14230,0,0.00,2026-09-16 08:41
138930,BNK금융지주,유가,기타 금융업,16040,0,0.00,2026-09-16 08:41
139130,iM금융지주,유가,기타 금융업,18300,0,0.00,2026-09-16 08:41
139480,이마트,유가,종합 소매업,74200,0,0.00,2026-09-16 08:41
139670,키네마스터,코스닥,소프트웨어 개발 및 공급업,2070,0,0.00,2026-09-16 08:41
139990,아주스틸,유가,1차 철강 제조업,2150,0,0.00,2026-09-16 08:41
140070,서플러스글로벌,코스닥,기계장비 및 관련 물품 도매업,2005,0,0.00,2026-09-16 08:41
140410,메지온,코스닥,자연과학 및 공학 연구개발업,73100,0,0.00,2026-09-16 08:41
140430,카티스,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2830,0,0.00,2026-09-16 08:41
140520,대창스틸,코스닥,1차 철강 제조업,1992,0,0.00,2026-09-16 08:41
140610,엔솔바이오사이언스,코넥스,자연과학 및 공학 연구개발업,9990,0,0.00,2026-09-16 08:41
140660,위월드,코넥스,통신 및 방송 장비 제조업,701,0,0.00,2026-09-16 08:41
140670,알에스오토메이션,코스닥,전자부품 제조업,10350,0,0.00,2026-09-16 08:41
140860,파크시스템스,코스닥,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",254500,0,0.00,2026-09-16 08:41
141000,비아트론,코스닥,특수 목적용 기계 제조업,9190,0,0.00,2026-09-16 08:41
141080,리가켐바이오,코스닥,자연과학 및 공학 연구개발업,83700,0,0.00,2026-09-16 08:41
142210,유니트론텍,코스닥,자동차 부품 및 내장품 판매업,5820,0,0.00,2026-09-16 08:41
142280,녹십자엠에스,코스닥,의료용품 및 기타 의약 관련제품 제조업,3150,0,0.00,2026-09-16 08:41
142760,모아라이프플러스,코스닥,자연과학 및 공학 연구개발업,503,0,0.00,2026-09-16 08:41
143160,아이디스,코스닥,통신 및 방송 장비 제조업,16050,0,0.00,2026-09-16 08:41
143210,핸즈코퍼레이션,유가,자동차 신품 부품 제조업,1199,0,0.00,2026-09-16 08:41
143240,사람인,코스닥,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",17030,0,0.00,2026-09-16 08:41
143540,영우디에스피,코스닥,특수 목적용 기계 제조업,1021,0,0.00,2026-09-16 08:41
144510,지씨셀,코스닥,"그외 기타 전문, 과학 및 기술 서비스업",14020,0,0.00,2026-09-16 08:41
144960,뉴파워프라즈마,코스닥,특수 목적용 기계 제조업,8820,0,0.00,2026-09-16 08:41
145020,휴젤,코스닥,기초 의약물질 제조업,235500,0,0.00,2026-09-16 08:41
145170,노브랜드,코스닥,편조의복 제조업,2665,0,0.00,2026-09-16 08:41
145210,다이나믹디자인,유가,특수 목적용 기계 제조업,2240,0,0.00,2026-09-16 08:41
145270,케이탑리츠,유가,부동산 임대 및 공급업,789,0,0.00,2026-09-16 08:41
145720,덴티움,유가,의료용 기기 제조업,37300,0,0.00,2026-09-16 08:41
145990,삼양사,유가,기타 식품 제조업,47500,0,0.00,2026-09-16 08:41
145995,삼양사우,유가,기타 식품 제조업,33650,0,0.00,2026-09-16 08:41
146060,율촌,코스닥,1차 철강 제조업,1095,0,0.00,2026-09-16 08:41
146320,비씨엔씨,코스닥,반도체 제조업,8680,0,0.00,2026-09-16 08:41
147760,피엠티,코스닥,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2965,0,0.00,2026-09-16 08:41
147830,제룡산업,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",6810,0,0.00,2026-09-16 08:41
148150,세경하이테크,코스닥,전자부품 제조업,4135,0,0.00,2026-09-16 08:41
148250,알엔투테크놀로지,코스닥,전자부품 제조업,2060,0,0.00,2026-09-16 08:41
148780,비큐AI,코스닥,소프트웨어 개발 및 공급업,3815,0,0.00,2026-09-16 08:41
148930,에이치와이티씨,코스닥,기타 금속 가공제품 제조업,2985,0,0.00,2026-09-16 08:41
149010,아이케이세미콘,코넥스,반도체 제조업,3585,0,0.00,2026-09-16 08:41
149950,아바텍,코스닥,전자부품 제조업,10980,0,0.00,2026-09-16 08:41
149980,하이로닉,코스닥,의료용 기기 제조업,4745,0,0.00,2026-09-16 08:41
150900,파수AI,코스닥,소프트웨어 개발 및 공급업,4285,0,0.00,2026-09-16 08:41
151860,KG에코솔루션,코스닥,자동차 차체나 트레일러 제조업,5660,0,0.00,2026-09-16 08:41
153460,네이블,코스닥,소프트웨어 개발 및 공급업,5810,0,0.00,2026-09-16 08:41
153490,우리이앤엘하루틴,코스닥,반도체 제조업,3070,0,0.00,2026-09-16 08:41
153710,옵티팜,코스닥,의료용품 및 기타 의약 관련제품 제조업,4790,0,0.00,2026-09-16 08:41
153890,져스텍,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",9910,0,0.00,2026-09-16 08:41
154030,아시아종묘,코스닥,작물 재배업,1697,0,0.00,2026-09-16 08:41
154040,다산솔루에타,코스닥,전자부품 제조업,1055,0,0.00,2026-09-16 08:41
155650,와이엠씨,코스닥,전자부품 제조업,2970,0,0.00,2026-09-16 08:41
155660,DSR,유가,1차 비철금속 제조업,4405,0,0.00,2026-09-16 08:41
156100,엘앤케이바이오,코스닥,의료용 기기 제조업,5730,0,0.00,2026-09-16 08:41
158430,아톤,코스닥,소프트웨어 개발 및 공급업,6310,0,0.00,2026-09-16 08:41
159010,아스플로,코스닥,일반 목적용 기계 제조업,21650,0,0.00,2026-09-16 08:41
159580,제로투세븐,코스닥,생활용품 도매업,2175,0,0.00,2026-09-16 08:41
159910,에코글로우,코스닥,기타 화학제품 제조업,3150,0,0.00,2026-09-16 08:41
160190,하이젠알앤엠,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",25000,0,0.00,2026-09-16 08:41
160550,NEW,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업",1146,0,0.00,2026-09-16 08:41
160980,싸이맥스,코스닥,특수 목적용 기계 제조업,21750,0,0.00,2026-09-16 08:41
161000,애경케미칼,유가,기초 화학물질 제조업,10290,0,0.00,2026-09-16 08:41
161390,한국타이어앤테크놀로지,유가,고무제품 제조업,58600,0,0.00,2026-09-16 08:41
161580,필옵틱스,코스닥,특수 목적용 기계 제조업,31000,0,0.00,2026-09-16 08:41
161890,한국콜마,유가,기타 화학제품 제조업,144500,0,0.00,2026-09-16 08:41
162120,루켄테크놀러지스,코넥스,기타 전기장비 제조업,4000,0,0.00,2026-09-16 08:41
162300,신스틸,코스닥,1차 철강 제조업,2655,0,0.00,2026-09-16 08:41
163280,에어레인,코스닥,일반 목적용 기계 제조업,3965,0,0.00,2026-09-16 08:41
163560,동일고무벨트,유가,고무제품 제조업,5550,0,0.00,2026-09-16 08:41
163730,핑거,코스닥,소프트웨어 개발 및 공급업,9290,0,0.00,2026-09-16 08:41
166090,하나머티리얼즈,코스닥,반도체 제조업,52500,0,0.00,2026-09-16 08:41
166480,코아스템켐온,코스닥,의약품 제조업,2095,0,0.00,2026-09-16 08:41
168330,내츄럴엔도텍,코스닥,자연과학 및 공학 연구개발업,2315,0,0.00,2026-09-16 08:41
168360,펨트론,코스닥,특수 목적용 기계 제조업,12680,0,0.00,2026-09-16 08:41
169330,엠브레인,코스닥,시장조사 및 여론조사업,1296,0,0.00,2026-09-16 08:41
169670,코스텍시스템,코넥스,특수 목적용 기계 제조업,5000,0,0.00,2026-09-16 08:41
170030,현대공업,코스닥,자동차 신품 부품 제조업,4750,0,0.00,2026-09-16 08:41
170790,파이오링크,코스닥,통신 및 방송 장비 제조업,8540,0,0.00,2026-09-16 08:41
170900,동아에스티,유가,의약품 제조업,36000,0,0.00,2026-09-16 08:41
170920,엘티씨,코스닥,기초 화학물질 제조업,32500,0,0.00,2026-09-16 08:41
171010,램테크놀러지,코스닥,기초 화학물질 제조업,2625,0,0.00,2026-09-16 08:41
171090,선익시스템,코스닥,특수 목적용 기계 제조업,66900,0,0.00,2026-09-16 08:41
171120,라이온켐텍,코스닥,기타 화학제품 제조업,1998,0,0.00,2026-09-16 08:41
172670,에이엘티,코스닥,반도체 제조업,11690,0,0.00,2026-09-16 08:41
173130,오파스넷,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",6900,0,0.00,2026-09-16 08:41
173940,에프엔씨엔터,코스닥,창작 및 예술관련 서비스업,2170,0,0.00,2026-09-16 08:41
174900,앱클론,코스닥,의료용품 및 기타 의약 관련제품 제조업,20700,0,0.00,2026-09-16 08:41
175140,아고스,코스닥,통신 및 방송 장비 제조업,2540,0,0.00,2026-09-16 08:41
175250,아이큐어,코스닥,기타 화학제품 제조업,1727,0,0.00,2026-09-16 08:41
175330,JB금융지주,유가,기타 금융업,32200,0,0.00,2026-09-16 08:41
176590,코나솔,코넥스,기타 금속 가공제품 제조업,2400,0,0.00,2026-09-16 08:41
176750,듀켐바이오,코스닥,의약품 제조업,5920,0,0.00,2026-09-16 08:41
177350,베셀,코스닥,플라스틱제품 제조업,1627,0,0.00,2026-09-16 08:41
177830,파버나인,코스닥,전자부품 제조업,2185,0,0.00,2026-09-16 08:41
177900,쓰리에이로직스,코스닥,반도체 제조업,3620,0,0.00,2026-09-16 08:41
178320,서진시스템,코스닥,기타 전기장비 제조업,35600,0,0.00,2026-09-16 08:41
178600,대동고려삼,코넥스,기타 식품 제조업,1640,0,0.00,2026-09-16 08:41
178780,일월지엠엘,코스닥,상품 종합 도매업,2510,0,0.00,2026-09-16 08:41
178920,PI첨단소재,유가,플라스틱제품 제조업,18540,0,0.00,2026-09-16 08:41
179290,엠아이텍,코스닥,의료용 기기 제조업,4995,0,0.00,2026-09-16 08:41
179530,애드바이오텍,코스닥,의약품 제조업,2000,0,0.00,2026-09-16 08:41
179720,머니무브,코넥스,기타 금융업,6000,0,0.00,2026-09-16 08:41
179900,유티아이,코스닥,전자부품 제조업,2230,0,0.00,2026-09-16 08:41
180060,탑선,코넥스,기타 전기장비 제조업,4680,0,0.00,2026-09-16 08:41
180400,DXVX,코스닥,기타 과학기술 서비스업,2365,0,0.00,2026-09-16 08:41
180640,한진칼,유가,기타 금융업,138100,0,0.00,2026-09-16 08:41
181710,NHN,유가,소프트웨어 개발 및 공급업,55400,0,0.00,2026-09-16 08:41
182360,큐브엔터,코스닥,오디오물 출판 및 원판 녹음업,6400,0,0.00,2026-09-16 08:41
182400,엔케이젠바이오텍코리아,코스닥,기초 의약물질 제조업,3670,0,0.00,2026-09-16 08:41
183190,아세아시멘트,유가,"시멘트, 석회, 플라스터 및 그 제품 제조업",10380,0,0.00,2026-09-16 08:41
183300,코미코,코스닥,특수 목적용 기계 제조업,25950,0,0.00,2026-09-16 08:41
183490,엔지켐생명과학,코스닥,기초 의약물질 제조업,990,0,0.00,2026-09-16 08:41
184230,SGA솔루션즈,코스닥,소프트웨어 개발 및 공급업,2310,0,0.00,2026-09-16 08:41
185190,수프로,코넥스,산업용 농·축산물 및 동·식물 도매업,899,0,0.00,2026-09-16 08:41
185490,아이진,코스닥,자연과학 및 공학 연구개발업,2000,0,0.00,2026-09-16 08:41
185750,종근당,유가,의약품 제조업,65900,0,0.00,2026-09-16 08:41
186230,그린플러스,코스닥,1차 비철금속 제조업,3250,0,0.00,2026-09-16 08:41
187220,디티앤씨,코스닥,기타 과학기술 서비스업,1970,0,0.00,2026-09-16 08:41
187270,신화콘텍,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",3020,0,0.00,2026-09-16 08:41
187420,HLB제넥스,코스닥,기초 의약물질 제조업,1793,0,0.00,2026-09-16 08:41
187660,페니트리움바이오,코스닥,자연과학 및 공학 연구개발업,7800,0,0.00,2026-09-16 08:41
187790,나노,코스닥,기초 화학물질 제조업,2995,0,0.00,2026-09-16 08:41
187870,디바이스,코스닥,특수 목적용 기계 제조업,9800,0,0.00,2026-09-16 08:41
188040,바이오포트,코스닥,기타 식품 제조업,4820,0,0.00,2026-09-16 08:41
188260,세니젠,코스닥,그외 기타 제품 제조업,2065,0,0.00,2026-09-16 08:41
189300,인텔리안테크,코스닥,통신 및 방송 장비 제조업,63600,0,0.00,2026-09-16 08:41
189330,씨이랩,코스닥,소프트웨어 개발 및 공급업,11410,0,0.00,2026-09-16 08:41
189350,코셋,코넥스,통신 및 방송 장비 제조업,1950,0,0.00,2026-09-16 08:41
189690,포시에스,코스닥,소프트웨어 개발 및 공급업,1550,0,0.00,2026-09-16 08:41
189860,서전기전,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",5130,0,0.00,2026-09-16 08:41
189980,흥국에프엔비,코스닥,비알코올음료 및 얼음 제조업,1151,0,0.00,2026-09-16 08:41
190510,나무가,코스닥,전자부품 제조업,14970,0,0.00,2026-09-16 08:41
190650,코리아에셋투자증권,코스닥,금융 지원 서비스업,6590,0,0.00,2026-09-16 08:41
191410,육일씨엔에쓰,코스닥,전자부품 제조업,1828,0,0.00,2026-09-16 08:41
191420,테고사이언스,코스닥,기초 의약물질 제조업,7270,0,0.00,2026-09-16 08:41
191600,블루탑,코넥스,전자부품 제조업,11990,0,0.00,2026-09-16 08:41
192080,더블유게임즈,유가,소프트웨어 개발 및 공급업,58000,0,0.00,2026-09-16 08:41
192250,케이사인,코스닥,소프트웨어 개발 및 공급업,8280,0,0.00,2026-09-16 08:41
192390,윈하이텍,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",1829,0,0.00,2026-09-16 08:41
192400,쿠쿠홀딩스,유가,기타 금융업,27000,0,0.00,2026-09-16 08:41
192410,오늘이엔엠,코스닥,통신 및 방송 장비 제조업,4400,0,0.00,2026-09-16 08:41
192440,슈피겐코리아,코스닥,그외 기타 제품 제조업,30100,0,0.00,2026-09-16 08:41
192650,드림텍,유가,전자부품 제조업,6790,0,0.00,2026-09-16 08:41
192820,코스맥스,유가,기타 화학제품 제조업,273000,0,0.00,2026-09-16 08:41
193250,링크드,코스닥,전자부품 제조업,2080,0,0.00,2026-09-16 08:41
194370,제이에스코퍼레이션,유가,"가죽, 가방 및 유사제품 제조업",13170,0,0.00,2026-09-16 08:41
194480,데브시스터즈,코스닥,소프트웨어 개발 및 공급업,14920,0,0.00,2026-09-16 08:41
194700,노바렉스,코스닥,기타 식품 제조업,10030,0,0.00,2026-09-16 08:41
195500,마니커에프앤지,코스닥,"도축, 육류 가공 및 저장 처리업",1724,0,0.00,2026-09-16 08:41
195870,해성디에스,유가,전자부품 제조업,48200,0,0.00,2026-09-16 08:41
195940,HK이노엔,코스닥,의약품 제조업,39450,0,0.00,2026-09-16 08:41
195990,루트K,코스닥,특수 목적용 기계 제조업,1175,0,0.00,2026-09-16 08:41
196170,알테오젠,코스닥,자연과학 및 공학 연구개발업,260000,0,0.00,2026-09-16 08:41
196300,HLB펩,코스닥,기초 의약물질 제조업,4150,0,0.00,2026-09-16 08:41
196450,코아시아씨엠,코스닥,사진장비 및 광학기기 제조업,3840,0,0.00,2026-09-16 08:41
196490,디에이테크놀로지,코스닥,특수 목적용 기계 제조업,6090,0,0.00,2026-09-16 08:41
